venue,station_time,temperature,temperature_max,temperature_min,humidity,pressure,wind_direction,wind_speed,gust_speed,rain_10min,rain_today,soil_water,soil_loss_today,sunshine_hour,captured_at,sectional
ST,20:51,28,31.5,25.8,81.5,1010.1,N18W,4,7,0,0,10.1,5.6,10.4,2026-09-09T12:55:05.601913+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""N5E""},{""gust"":8,""speed"":7,""location"":""B"",""direction"":""N51E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N42E""},{""gust"":7,""speed"":6,""location"":""D"",""direction"":""N62E""}]"
HV,20:51,28.4,32.2,26.4,78,1009.6,S48W,7,9,0,0,20.4,5.6,9.88,2026-09-09T12:55:05.601913+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S49W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""S38W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""S67W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""N32W""}]"
HV,20:57,28.7,32.2,26.4,77.7,1009.7,S89E,5,7,0,0,20.4,5.6,9.88,2026-09-09T13:00:05.409514+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S21E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N28W""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""S33W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S31W""}]"
ST,20:57,28,31.5,25.8,80.9,1010.2,N36E,1,3,0,0,10.1,5.6,10.4,2026-09-09T13:00:05.409514+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N22E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N35E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N79E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N71E""}]"
HV,21:02,28.7,32.2,26.4,77.4,1009.7,E,1,3,0,0,20.4,5.6,9.88,2026-09-09T13:05:06.562022+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""S86W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N83W""},{""gust"":9,""speed"":8,""location"":""C"",""direction"":""S23W""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S9W""}]"
ST,21:02,28,31.5,25.8,80.5,1010.2,N76E,2,4,0,0,10.1,5.6,10.4,2026-09-09T13:05:06.562022+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S86E""},{""gust"":9,""speed"":8,""location"":""B"",""direction"":""N84E""},{""gust"":4,""speed"":2,""location"":""C"",""direction"":""N59E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N86E""}]"
ST,21:07,27.9,31.5,25.8,81.9,1010.3,S56E,3,5,0,0,10.2,5.6,10.4,2026-09-09T13:10:06.059744+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N54E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N53E""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""S87E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""S41E""}]"
HV,21:07,28.7,32.2,26.4,76.4,1009.7,S42E,2,7,0,0,20.4,5.6,9.88,2026-09-09T13:10:06.059744+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S29W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N20W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S32W""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N19W""}]"
ST,21:12,27.7,31.5,25.8,82.5,1010.3,S41E,3,3,0,0,10.1,5.6,10.4,2026-09-09T13:15:07.489491+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S68E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S68E""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""S51E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S68W""}]"
HV,21:12,28.8,32.2,26.4,76.2,1009.8,N35W,3,4,0,0,20.5,5.6,9.88,2026-09-09T13:15:07.489491+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S62W""},{""gust"":1,""speed"":0,""location"":""B"",""direction"":""N26E""},{""gust"":1,""speed"":0,""location"":""C"",""direction"":""W""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""N72E""}]"
ST,21:17,27.7,31.5,25.8,82.7,1010.5,S72W,1,2,0,0,10.1,5.6,10.4,2026-09-09T13:20:05.175927+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""N28E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N69E""},{""gust"":1,""speed"":1,""location"":""C"",""direction"":""S66E""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""S51W""}]"
HV,21:17,28.7,32.2,26.4,76,1009.9,S19W,1,3,0,0,20.4,5.6,9.88,2026-09-09T13:20:05.175927+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S43W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S75W""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""S1W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S38E""}]"
ST,21:22,27.6,31.5,25.8,82.2,1010.4,S66E,3,5,0,0,10.1,5.6,10.4,2026-09-09T13:25:06.943258+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""N60E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N54E""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N69E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""E""}]"
HV,21:22,28.7,32.2,26.4,76.6,1010,N89W,2,4,0,0,20.4,5.6,9.88,2026-09-09T13:25:06.943258+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S14E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S40W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""S78W""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""S10E""}]"
HV,21:27,28.6,32.2,26.4,76.6,1010,S41W,7,11,0,0,20.4,5.6,9.88,2026-09-09T13:30:07.261943+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S""},{""gust"":6,""speed"":6,""location"":""B"",""direction"":""S14W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N33E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S36E""}]"
ST,21:27,27.5,31.5,25.8,83.1,1010.5,S61E,5,8,0,0,10.1,5.6,10.4,2026-09-09T13:30:07.261943+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""N66E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N68E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S87E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S22E""}]"
ST,21:33,27.6,31.5,25.8,81.5,1010.7,N48E,2,5,0,0,10.1,5.6,10.4,2026-09-09T13:35:06.409504+00:00,"[{""gust"":1,""speed"":1,""location"":""A"",""direction"":""N13E""},{""gust"":5,""speed"":5,""location"":""B"",""direction"":""N17E""},{""gust"":5,""speed"":5,""location"":""C"",""direction"":""N63E""},{""gust"":2,""speed"":2,""location"":""D"",""direction"":""N74E""}]"
HV,21:33,28.6,32.2,26.4,76.8,1009.9,S63W,4,10,0,0,20.4,5.6,9.88,2026-09-09T13:35:06.409504+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S38W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S52W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N2E""},{""gust"":13,""speed"":9,""location"":""D"",""direction"":""S30E""}]"
ST,21:37,27.7,31.5,25.8,81.3,1010.6,N61E,3,7,0,0,10.1,5.6,10.4,2026-09-09T13:40:05.412361+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""S58E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N16E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N38E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S88E""}]"
HV,21:37,28.6,32.2,26.4,76.6,1010,S89W,2,8,0,0,20.4,5.6,9.88,2026-09-09T13:40:05.412361+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""S4E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""S27W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N86W""},{""gust"":8,""speed"":5,""location"":""D"",""direction"":""S19E""}]"
ST,21:42,27.7,31.5,25.8,81.1,1010.6,N32E,2,4,0,0,10.1,5.6,10.4,2026-09-09T13:45:04.69599+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N86E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N1E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N53E""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S78E""}]"
HV,21:42,28.7,32.2,26.4,76.5,1010.1,S51W,4,7,0,0,20.4,5.6,9.88,2026-09-09T13:45:04.69599+00:00,"[{""gust"":5,""speed"":5,""location"":""A"",""direction"":""S52W""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""N29W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N20W""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""S45E""}]"
ST,21:47,27.6,31.5,25.8,82,1010.7,S49E,3,4,0,0,10.1,5.6,10.4,2026-09-09T13:50:06.2747+00:00,"[{""gust"":4,""speed"":2,""location"":""A"",""direction"":""N10E""},{""gust"":6,""speed"":4,""location"":""B"",""direction"":""S83E""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N67W""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S3W""}]"
HV,21:47,28.7,32.2,26.4,76.7,1010.2,S14W,3,5,0,0,20.4,5.6,9.88,2026-09-09T13:50:06.2747+00:00,"[{""gust"":10,""speed"":8,""location"":""A"",""direction"":""S14E""},{""gust"":5,""speed"":2,""location"":""B"",""direction"":""S37W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N85E""},{""gust"":9,""speed"":7,""location"":""D"",""direction"":""S18E""}]"
HV,21:52,28.7,32.2,26.4,76.7,1010.3,S20W,7,14,0,0,20.4,5.6,9.88,2026-09-09T13:55:05.709449+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""S44W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N72W""},{""gust"":1,""speed"":0,""location"":""C"",""direction"":""S68W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S7E""}]"
ST,21:52,27.6,31.5,25.8,81.7,1010.6,S48E,4,9,0,0,10.1,5.6,10.4,2026-09-09T13:55:05.709449+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""S84E""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""N4W""},{""gust"":8,""speed"":5,""location"":""C"",""direction"":""N20E""},{""gust"":10,""speed"":7,""location"":""D"",""direction"":""N64E""}]"
HV,21:57,28.5,32.2,26.4,78.5,1010.2,S24W,4,9,0,0,20.4,5.6,9.88,2026-09-09T14:00:06.025257+00:00,"[{""gust"":4,""speed"":4,""location"":""A"",""direction"":""S8E""},{""gust"":8,""speed"":5,""location"":""B"",""direction"":""S59W""},{""gust"":17,""speed"":10,""location"":""C"",""direction"":""S51W""},{""gust"":8,""speed"":4,""location"":""D"",""direction"":""S11E""}]"
ST,21:57,27.6,31.5,25.8,82,1010.8,N87E,3,6,0,0,10.1,5.6,10.4,2026-09-09T14:00:06.025257+00:00,"[{""gust"":13,""speed"":10,""location"":""A"",""direction"":""N58E""},{""gust"":7,""speed"":4,""location"":""B"",""direction"":""N24E""},{""gust"":3,""speed"":1,""location"":""C"",""direction"":""S6E""},{""gust"":10,""speed"":9,""location"":""D"",""direction"":""N87E""}]"
ST,22:02,27.5,31.5,25.8,82.4,1010.7,N85E,6,10,0,0,10.1,5.6,10.4,2026-09-09T14:05:05.537974+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""N75E""},{""gust"":12,""speed"":10,""location"":""B"",""direction"":""N29E""},{""gust"":12,""speed"":9,""location"":""C"",""direction"":""N32E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N53E""}]"
HV,22:02,28.2,32.2,26.4,79.2,1010.3,S41W,10,15,0,0,20.5,5.6,9.88,2026-09-09T14:05:05.537974+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N60E""},{""gust"":8,""speed"":6,""location"":""B"",""direction"":""S43W""},{""gust"":8,""speed"":6,""location"":""C"",""direction"":""S36W""},{""gust"":17,""speed"":13,""location"":""D"",""direction"":""S16E""}]"
HV,22:07,28.1,32.2,26.4,81,1010.2,S,4,8,0,0,20.5,5.6,9.88,2026-09-09T14:10:07.436355+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""S1W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S37W""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""S15E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S19E""}]"
ST,22:07,27.5,31.5,25.8,82.8,1010.7,N57E,2,4,0,0,10.1,5.6,10.4,2026-09-09T14:10:07.436355+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""S89E""},{""gust"":10,""speed"":7,""location"":""B"",""direction"":""N19E""},{""gust"":8,""speed"":7,""location"":""C"",""direction"":""N39E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""N81E""}]"
ST,22:12,27.5,31.5,25.8,82.7,1010.7,N82E,2,5,0,0,10.1,5.6,10.4,2026-09-09T14:15:06.567753+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N75E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N14E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N34E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N59E""}]"
HV,22:12,28.1,32.2,26.4,80.9,1010.3,S6E,2,4,0,0,20.5,5.6,9.88,2026-09-09T14:15:06.567753+00:00,"[{""gust"":13,""speed"":10,""location"":""A"",""direction"":""S22W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S46W""},{""gust"":3,""speed"":1,""location"":""C"",""direction"":""N79W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S11W""}]"
ST,22:17,27.4,31.5,25.8,82.5,1010.7,S68E,4,7,0,0,10.1,5.6,10.4,2026-09-09T14:20:28.394208+00:00,"[{""gust"":13,""speed"":11,""location"":""A"",""direction"":""N52E""},{""gust"":9,""speed"":5,""location"":""B"",""direction"":""N33E""},{""gust"":12,""speed"":8,""location"":""C"",""direction"":""N86E""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""N54E""}]"
HV,22:17,27.9,32.2,26.4,80.6,1010.3,S35E,2,6,0,0,20.5,5.6,9.88,2026-09-09T14:20:28.394208+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S39W""},{""gust"":4,""speed"":3,""location"":""B"",""direction"":""S7W""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N1E""},{""gust"":8,""speed"":7,""location"":""D"",""direction"":""S17E""}]"
ST,22:22,27.4,31.5,25.8,82.8,1010.8,S67E,7,10,0,0,10.1,5.6,10.4,2026-09-09T14:25:04.913252+00:00,"[{""gust"":10,""speed"":6,""location"":""A"",""direction"":""N30W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N65W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N34E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N65E""}]"
HV,22:22,28,32.2,26.4,79.6,1010.3,S67E,3,5,0,0,20.5,5.6,9.88,2026-09-09T14:25:04.913252+00:00,"[{""gust"":7,""speed"":4,""location"":""A"",""direction"":""S32W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""S3W""},{""gust"":2,""speed"":2,""location"":""C"",""direction"":""S61W""},{""gust"":11,""speed"":9,""location"":""D"",""direction"":""S36E""}]"
ST,22:27,27.4,31.5,25.8,82.3,1010.8,N13W,4,9,0,0,10.1,5.6,10.4,2026-09-09T14:30:06.083474+00:00,"[{""gust"":9,""speed"":6,""location"":""A"",""direction"":""S74E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N1E""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N24E""},{""gust"":4,""speed"":3,""location"":""D"",""direction"":""S80E""}]"
HV,22:27,28.1,32.2,26.4,78.6,1010.2,S83E,2,5,0,0,20.5,5.6,9.88,2026-09-09T14:30:06.083474+00:00,"[{""gust"":6,""speed"":3,""location"":""A"",""direction"":""S50E""},{""gust"":2,""speed"":1,""location"":""B"",""direction"":""S83E""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N39E""},{""gust"":8,""speed"":5,""location"":""D"",""direction"":""S7E""}]"
HV,22:32,28,32.2,26.4,79.1,1010.3,N72E,4,7,0,0,20.5,5.6,9.88,2026-09-09T14:35:07.230507+00:00,"[{""gust"":5,""speed"":5,""location"":""A"",""direction"":""S2W""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""S40W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""W""},{""gust"":5,""speed"":3,""location"":""D"",""direction"":""S33E""}]"
ST,22:32,27.3,31.5,25.8,82.9,1010.7,S16W,3,4,0,0,10.1,5.6,10.4,2026-09-09T14:35:07.230507+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""S38W""},{""gust"":8,""speed"":5,""location"":""B"",""direction"":""N25W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""N47E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""S45W""}]"
HV,22:37,27.7,32.2,26.4,81.8,1010.4,S64W,4,6,0,0,20.5,5.8,9.88,2026-09-09T14:40:08.235425+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S16E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S47W""},{""gust"":5,""speed"":3,""location"":""C"",""direction"":""S85W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S49W""}]"
ST,22:37,27.3,31.5,25.8,83.2,1010.7,S63W,2,4,0,0,10.1,5.6,10.4,2026-09-09T14:40:08.235425+00:00,"[{""gust"":5,""speed"":4,""location"":""A"",""direction"":""N71E""},{""gust"":3,""speed"":2,""location"":""B"",""direction"":""N52W""},{""gust"":9,""speed"":5,""location"":""C"",""direction"":""N87E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S27E""}]"
HV,22:42,27.8,32.2,26.4,80.6,1010.4,S8E,5,8,0,0,20.5,5.8,9.88,2026-09-09T14:45:05.867024+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S22E""},{""gust"":1,""speed"":0,""location"":""B"",""direction"":""N66W""},{""gust"":7,""speed"":4,""location"":""C"",""direction"":""E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S14E""}]"
ST,22:42,27.2,31.5,25.8,83.2,1010.8,S26W,2,3,0,0,10.1,5.6,10.4,2026-09-09T14:45:05.867024+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N36W""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N23W""},{""gust"":1,""speed"":1,""location"":""C"",""direction"":""N79W""},{""gust"":1,""speed"":1,""location"":""D"",""direction"":""S61W""}]"
ST,22:47,27.3,31.5,25.8,82.8,1010.8,N,4,7,0,0,10.1,5.6,10.4,2026-09-09T14:50:17.118484+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""N23W""},{""gust"":8,""speed"":5,""location"":""B"",""direction"":""N30E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N53E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N37E""}]"
HV,22:47,27.9,32.2,26.4,79.7,1010.4,S87W,3,6,0,0,20.5,5.8,9.88,2026-09-09T14:50:17.118484+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""S66W""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""S46W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""S60W""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""S29E""}]"
ST,22:52,27.3,31.5,25.8,82.8,1010.9,S86E,4,6,0,0,10.1,5.6,10.4,2026-09-09T14:55:15.564947+00:00,"[{""gust"":6,""speed"":6,""location"":""A"",""direction"":""N49E""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S85W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N14E""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""N39E""}]"
HV,22:52,27.8,32.2,26.4,80.2,1010.4,S68W,4,5,0,0,20.5,5.8,9.88,2026-09-09T14:55:15.564947+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""S14E""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""N34W""},{""gust"":10,""speed"":9,""location"":""C"",""direction"":""S12W""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""S41E""}]"
ST,22:57,27.3,31.5,25.8,83,1010.9,N45W,3,4,0,0,10.1,5.6,10.4,2026-09-09T15:00:05.513914+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N50W""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N38W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N21W""},{""gust"":11,""speed"":9,""location"":""D"",""direction"":""N49E""}]"
HV,22:57,27.9,32.2,26.4,80.2,1010.4,S80W,2,4,0,0,20.5,5.8,9.88,2026-09-09T15:00:05.513914+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S9W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S35W""},{""gust"":2,""speed"":1,""location"":""C"",""direction"":""N28W""},{""gust"":5,""speed"":4,""location"":""D"",""direction"":""S16E""}]"
ST,23:02,27.3,31.5,25.8,82.8,1010.8,N72E,2,6,0,0,10.1,5.6,10.4,2026-09-09T15:05:05.612541+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N13E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""N8W""},{""gust"":4,""speed"":2,""location"":""C"",""direction"":""N12W""},{""gust"":7,""speed"":6,""location"":""D"",""direction"":""N29E""}]"
HV,23:02,27.9,32.2,26.4,80.1,1010.5,N51E,4,6,0,0,20.5,5.8,9.88,2026-09-09T15:05:05.612541+00:00,"[{""gust"":7,""speed"":5,""location"":""A"",""direction"":""S1W""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""S37W""},{""gust"":9,""speed"":6,""location"":""C"",""direction"":""S86E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S10E""}]"
ST,23:06,27.3,31.5,25.8,83.5,1010.9,N53E,1,2,0,0,10.1,5.6,10.4,2026-09-09T15:10:07.933631+00:00,"[{""gust"":6,""speed"":5,""location"":""A"",""direction"":""N22E""},{""gust"":6,""speed"":5,""location"":""B"",""direction"":""N12W""},{""gust"":7,""speed"":7,""location"":""C"",""direction"":""N33E""},{""gust"":5,""speed"":5,""location"":""D"",""direction"":""N42E""}]"
HV,23:06,27.9,32.2,26.4,80.8,1010.5,S62E,2,5,0,0,20.5,5.8,9.88,2026-09-09T15:10:07.933631+00:00,"[{""gust"":8,""speed"":7,""location"":""A"",""direction"":""S2E""},{""gust"":6,""speed"":3,""location"":""B"",""direction"":""S32W""},{""gust"":4,""speed"":3,""location"":""C"",""direction"":""N76W""},{""gust"":7,""speed"":5,""location"":""D"",""direction"":""S24E""}]"
HV,23:12,27.8,32.2,26.4,80.4,1010.4,S79W,4,6,0,0,20.5,5.8,9.88,2026-09-09T15:15:06.936735+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S37W""},{""gust"":1,""speed"":1,""location"":""B"",""direction"":""S9E""},{""gust"":4,""speed"":4,""location"":""C"",""direction"":""N45W""},{""gust"":8,""speed"":8,""location"":""D"",""direction"":""S14E""}]"
ST,23:12,27.1,31.5,25.8,84.2,1011,N69E,3,8,0,0,10.1,5.6,10.4,2026-09-09T15:15:06.936735+00:00,"[{""gust"":2,""speed"":2,""location"":""A"",""direction"":""N59E""},{""gust"":5,""speed"":3,""location"":""B"",""direction"":""N83E""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N62E""},{""gust"":2,""speed"":1,""location"":""D"",""direction"":""S70W""}]"
ST,23:17,27.2,31.5,25.8,84.5,1011,N18W,1,2,0,0,10.1,5.6,10.4,2026-09-09T15:20:06.599425+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""N54E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N29W""},{""gust"":7,""speed"":6,""location"":""C"",""direction"":""N7E""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""N56E""}]"
HV,23:17,27.8,32.2,26.4,80.3,1010.6,S69W,1,3,0,0,20.5,5.8,9.88,2026-09-09T15:20:06.599425+00:00,"[{""gust"":2,""speed"":1,""location"":""A"",""direction"":""S4E""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S15W""},{""gust"":2,""speed"":0,""location"":""C"",""direction"":""N64W""},{""gust"":3,""speed"":2,""location"":""D"",""direction"":""S34E""}]"
ST,23:22,27.1,31.5,25.8,83.7,1011,S69E,1,2,0,0,10,5.6,10.4,2026-09-09T15:25:05.614614+00:00,"[{""gust"":3,""speed"":3,""location"":""A"",""direction"":""N""},{""gust"":5,""speed"":4,""location"":""B"",""direction"":""N3W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N53E""},{""gust"":3,""speed"":3,""location"":""D"",""direction"":""N34E""}]"
HV,23:22,27.9,32.2,26.4,80.5,1010.5,N60W,1,2,0,0,20.5,5.8,9.88,2026-09-09T15:25:05.614614+00:00,"[{""gust"":8,""speed"":6,""location"":""A"",""direction"":""S18W""},{""gust"":2,""speed"":2,""location"":""B"",""direction"":""S12E""},{""gust"":3,""speed"":3,""location"":""C"",""direction"":""N10W""},{""gust"":6,""speed"":4,""location"":""D"",""direction"":""S3W""}]"
ST,23:27,27.1,31.5,25.8,83.9,1011,N26W,1,3,0,0,10,5.6,10.4,2026-09-09T15:30:05.506591+00:00,"[{""gust"":6,""speed"":4,""location"":""A"",""direction"":""N37E""},{""gust"":3,""speed"":3,""location"":""B"",""direction"":""N12E""},{""gust"":6,""speed"":5,""location"":""C"",""direction"":""N46E""},{""gust"":8,""speed"":6,""location"":""D"",""direction"":""N16E""}]"
HV,23:27,27.8,32.2,26.4,78.7,1010.4,S52W,5,7,0,0,20.5,5.8,9.88,2026-09-09T15:30:05.506591+00:00,"[{""gust"":7,""speed"":6,""location"":""A"",""direction"":""S7W""},{""gust"":7,""speed"":6,""location"":""B"",""direction"":""S62W""},{""gust"":3,""speed"":2,""location"":""C"",""direction"":""N11W""},{""gust"":15,""speed"":13,""location"":""D"",""direction"":""S30E""}]"
ST,23:32,27.1,31.5,25.8,84,1010.9,N5E,3,4,0,0,10,5.6,10.4,2026-09-09T15:35:07.91333+00:00,"[{""gust"":4,""speed"":3,""location"":""A"",""direction"":""N24E""},{""gust"":4,""speed"":4,""location"":""B"",""direction"":""N5W""},{""gust"":5,""speed"":4,""location"":""C"",""direction"":""N52E""},{""gust"":6,""speed"":5,""location"":""D"",""direction"":""N63E""}]"
